Date,Fight Link,Event Link,Fight Number,Round,Fighter 1,Fighter 2,Fighter 1 Link,Fighter 2 Link,Fighter 1 TD,Fighter 2 TD,Fighter 1 Sub Att,Fighter 2 Sub Att,Fighter 1 Rev,Fighter 2 Rev,Fighter 1 Ctrl,Fighter 2 Ctrl,Fighter 1 KD,Fighter 2 KD,Fighter 1 Total SS,Fighter 2 Total SS,Fighter 1 Head SS,Fighter 2 Head SS,Fighter 1 Body SS,Fighter 2 Body SS,Fighter 1 Leg SS,Fighter 2 Leg SS,Fighter 1 Distance SS,Fighter 2 Distance SS,Fighter 1 Clinch SS,Fighter 2 Clinch SS,Fighter 1 Ground SS,Fighter 2 Ground SS
2024-02-24,http://ufcstats.com/fight-details/ecbece0cbd60029e,http://ufcstats.com/event-details/902ab9197b83d0db,10,2,Daniel Zellhuber,Francisco Prado,http://ufcstats.com/fighter-details/4148802ae4a50768,http://ufcstats.com/fighter-details/3920d0cc288f9b0d,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,50 of 110,32 of 88,42 of 100,8 of 54,8 of 10,11 of 19,0 of 0,13 of 15,48 of 108,32 of 88,2 of 2,0 of 0,0 of 0,0 of 0
2024-02-24,http://ufcstats.com/fight-details/ecbece0cbd60029e,http://ufcstats.com/event-details/902ab9197b83d0db,10,3,Daniel Zellhuber,Francisco Prado,http://ufcstats.com/fighter-details/4148802ae4a50768,http://ufcstats.com/fighter-details/3920d0cc288f9b0d,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,43 of 102,29 of 85,31 of 87,10 of 51,8 of 11,10 of 21,4 of 4,9 of 13,42 of 101,29 of 85,1 of 1,0 of 0,0 of 0,0 of 0
2024-02-24,http://ufcstats.com/fight-details/6e4acb2aaa2cee56,http://ufcstats.com/event-details/902ab9197b83d0db,9,1,Yazmin Jauregui,Sam Hughes,http://ufcstats.com/fighter-details/40cb680ae1cd331f,http://ufcstats.com/fighter-details/e94085e821bd81de,0 of 0,0 of 3,0,0,0,0,0:00,0:05,0,0,28 of 88,19 of 47,16 of 65,11 of 36,8 of 14,3 of 6,4 of 9,5 of 5,22 of 78,19 of 47,6 of 10,0 of 0,0 of 0,0 of 0
2024-02-24,http://ufcstats.com/fight-details/6e4acb2aaa2cee56,http://ufcstats.com/event-details/902ab9197b83d0db,9,2,Yazmin Jauregui,Sam Hughes,http://ufcstats.com/fighter-details/40cb680ae1cd331f,http://ufcstats.com/fighter-details/e94085e821bd81de,0 of 0,0 of 2,0,0,0,0,0:00,0:10,0,0,32 of 91,36 of 75,18 of 67,15 of 53,9 of 14,11 of 11,5 of 10,10 of 11,29 of 87,34 of 70,3 of 4,2 of 5,0 of 0,0 of 0
2024-02-24,http://ufcstats.com/fight-details/6e4acb2aaa2cee56,http://ufcstats.com/event-details/902ab9197b83d0db,9,3,Yazmin Jauregui,Sam Hughes,http://ufcstats.com/fighter-details/40cb680ae1cd331f,http://ufcstats.com/fighter-details/e94085e821bd81de,0 of 0,0 of 1,0,0,0,0,0:00,0:02,0,0,34 of 90,28 of 75,18 of 65,14 of 54,7 of 14,3 of 7,9 of 11,11 of 14,33 of 88,27 of 73,1 of 2,1 of 2,0 of 0,0 of 0
2024-02-24,http://ufcstats.com/fight-details/673a156925dfb31d,http://ufcstats.com/event-details/902ab9197b83d0db,8,1,Manuel Torres,Chris Duncan,http://ufcstats.com/fighter-details/2e7878927067fdca,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,2 of 2,1 of 3,1,0,0,0,0:42,0:40,0,0,3 of 5,1 of 2,2 of 4,1 of 2,1 of 1,0 of 0,0 of 0,0 of 0,0 of 2,1 of 2,2 of 2,0 of 0,1 of 1,0 of 0
2024-02-24,http://ufcstats.com/fight-details/063e7ce759c52f81,http://ufcstats.com/event-details/902ab9197b83d0db,7,1,Cristian Quinonez,Raoni Barcelos,http://ufcstats.com/fighter-details/7debc13b36343605,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,2 of 6,1 of 5,0,0,0,0,3:13,0:19,0,0,4 of 20,12 of 16,2 of 17,7 of 11,1 of 2,1 of 1,1 of 1,4 of 4,3 of 17,11 of 14,1 of 3,1 of 2,0 of 0,0 of 0
2024-02-24,http://ufcstats.com/fight-details/063e7ce759c52f81,http://ufcstats.com/event-details/902ab9197b83d0db,7,2,Cristian Quinonez,Raoni Barcelos,http://ufcstats.com/fighter-details/7debc13b36343605,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,0 of 1,0 of 6,0,1,0,0,0:00,0:15,0,0,18 of 49,20 of 44,13 of 42,15 of 36,1 of 3,2 of 4,4 of 4,3 of 4,16 of 45,16 of 40,2 of 4,3 of 3,0 of 0,1 of 1
2024-02-24,http://ufcstats.com/fight-details/063e7ce759c52f81,http://ufcstats.com/event-details/902ab9197b83d0db,7,3,Cristian Quinonez,Raoni Barcelos,http://ufcstats.com/fighter-details/7debc13b36343605,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,0 of 0,1 of 1,0,1,0,0,0:00,0:28,0,0,7 of 13,11 of 14,2 of 8,4 of 7,1 of 1,2 of 2,4 of 4,5 of 5,7 of 13,11 of 14,0 of 0,0 of 0,0 of 0,0 of 0
2024-02-24,http://ufcstats.com/fight-details/d1d3b6ab8a56e973,http://ufcstats.com/event-details/902ab9197b83d0db,6,1,Jesus Aguilar,Mateus Mendonca,http://ufcstats.com/fighter-details/c051c2e12d692b8a,http://ufcstats.com/fighter-details/48812daf291a4e23,0 of 1,2 of 5,0,0,1,0,2:51,1:48,0,0,7 of 11,1 of 4,2 of 5,0 of 3,2 of 2,1 of 1,3 of 4,0 of 0,2 of 3,1 of 4,3 of 4,0 of 0,2 of 4,0 of 0
2024-02-24,http://ufcstats.com/fight-details/d1d3b6ab8a56e973,http://ufcstats.com/event-details/902ab9197b83d0db,6,2,Jesus Aguilar,Mateus Mendonca,http://ufcstats.com/fighter-details/c051c2e12d692b8a,http://ufcstats.com/fighter-details/48812daf291a4e23,1 of 3,1 of 2,0,0,0,0,1:38,2:56,0,0,6 of 14,13 of 27,4 of 11,12 of 26,1 of 1,1 of 1,1 of 2,0 of 0,3 of 7,4 of 10,1 of 1,2 of 2,2 of 6,7 of 15
2024-02-24,http://ufcstats.com/fight-details/d1d3b6ab8a56e973,http://ufcstats.com/event-details/902ab9197b83d0db,6,3,Jesus Aguilar,Mateus Mendonca,http://ufcstats.com/fighter-details/c051c2e12d692b8a,http://ufcstats.com/fighter-details/48812daf291a4e23,0 of 0,1 of 1,1,1,0,0,0:22,4:00,0,0,6 of 11,4 of 9,4 of 8,3 of 6,1 of 1,1 of 2,1 of 2,0 of 1,6 of 11,2 of 7,0 of 0,0 of 0,0 of 0,2 of 2
2024-02-24,http://ufcstats.com/fight-details/1c03c1bb62f3aed6,http://ufcstats.com/event-details/902ab9197b83d0db,5,1,Edgar Chairez,Daniel Lacerda,http://ufcstats.com/fighter-details/5ef94841c4bc3f86,http://ufcstats.com/fighter-details/31bb0772f21cabd8,0 of 0,1 of 1,1,0,0,0,0:00,0:41,0,0,9 of 15,4 of 17,3 of 7,2 of 9,2 of 4,2 of 7,4 of 4,0 of 1,8 of 14,2 of 12,0 of 0,0 of 0,1 of 1,2 of 5
2024-02-24,http://ufcstats.com/fight-details/a376f6d5806d0c90,http://ufcstats.com/event-details/902ab9197b83d0db,4,1,Claudio Puelles,Fares Ziam,http://ufcstats.com/fighter-details/d747eb273a40a920,http://ufcstats.com/fighter-details/1e4f273069fb9e85,3 of 5,0 of 0,0,0,0,0,3:21,0:38,0,0,2 of 4,9 of 17,1 of 2,8 of 15,1 of 2,0 of 1,0 of 0,1 of 1,2 of 4,3 of 8,0 of 0,0 of 0,0 of 0,6 of 9
2024-02-24,http://ufcstats.com/fight-details/a376f6d5806d0c90,http://ufcstats.com/event-details/902ab9197b83d0db,4,2,Claudio Puelles,Fares Ziam,http://ufcstats.com/fighter-details/d747eb273a40a920,http://ufcstats.com/fighter-details/1e4f273069fb9e85,1 of 3,0 of 0,0,0,0,0,1:39,2:06,0,0,0 of 3,14 of 20,0 of 3,11 of 16,0 of 0,3 of 3,0 of 0,0 of 1,0 of 3,2 of 7,0 of 0,0 of 1,0 of 0,12 of 12
2024-02-24,http://ufcstats.com/fight-details/a376f6d5806d0c90,http://ufcstats.com/event-details/902ab9197b83d0db,4,3,Claudio Puelles,Fares Ziam,http://ufcstats.com/fighter-details/d747eb273a40a920,http://ufcstats.com/fighter-details/1e4f273069fb9e85,3 of 5,0 of 0,0,1,0,2,2:14,1:46,0,0,2 of 2,8 of 11,0 of 0,4 of 7,2 of 2,3 of 3,0 of 0,1 of 1,1 of 1,0 of 0,1 of 1,2 of 2,0 of 0,6 of 9
2024-02-24,http://ufcstats.com/fight-details/5e8c710f9f27aff8,http://ufcstats.com/event-details/902ab9197b83d0db,3,1,Ronaldo Rodriguez,Denys Bondar,http://ufcstats.com/fighter-details/f2900678e98f6d6a,http://ufcstats.com/fighter-details/2526be54e6a0e62a,0 of 0,2 of 4,0,0,1,0,0:21,1:41,0,0,14 of 38,31 of 46,5 of 27,18 of 29,6 of 8,7 of 11,3 of 3,6 of 6,9 of 31,23 of 35,5 of 7,2 of 3,0 of 0,6 of 8
2024-02-24,http://ufcstats.com/fight-details/5e8c710f9f27aff8,http://ufcstats.com/event-details/902ab9197b83d0db,3,2,Ronaldo Rodriguez,Denys Bondar,http://ufcstats.com/fighter-details/f2900678e98f6d6a,http://ufcstats.com/fighter-details/2526be54e6a0e62a,0 of 0,2 of 2,1,0,2,1,2:35,1:11,0,0,17 of 31,10 of 17,14 of 28,4 of 10,1 of 1,1 of 2,2 of 2,5 of 5,4 of 12,9 of 16,0 of 0,1 of 1,13 of 19,0 of 0
2024-02-24,http://ufcstats.com/fight-details/93ddc6b233d1956a,http://ufcstats.com/event-details/902ab9197b83d0db,2,1,Victor Altamirano,Felipe dos Santos,http://ufcstats.com/fighter-details/dc7927cd622676a7,http://ufcstats.com/fighter-details/5cdf5339728f580d,6 of 7,0 of 0,0,0,0,0,2:14,0:00,0,0,9 of 23,6 of 21,2 of 11,3 of 16,4 of 9,2 of 4,3 of 3,1 of 1,7 of 21,4 of 18,2 of 2,1 of 2,0 of 0,1 of 1
2024-02-24,http://ufcstats.com/fight-details/93ddc6b233d1956a,http://ufcstats.com/event-details/902ab9197b83d0db,2,2,Victor Altamirano,Felipe dos Santos,http://ufcstats.com/fighter-details/dc7927cd622676a7,http://ufcstats.com/fighter-details/5cdf5339728f580d,2 of 2,0 of 0,0,0,0,0,1:23,0:00,0,0,13 of 22,14 of 35,1 of 10,8 of 26,7 of 7,3 of 6,5 of 5,3 of 3,7 of 16,12 of 27,5 of 5,2 of 6,1 of 1,0 of 2
2024-02-24,http://ufcstats.com/fight-details/93ddc6b233d1956a,http://ufcstats.com/event-details/902ab9197b83d0db,2,3,Victor Altamirano,Felipe dos Santos,http://ufcstats.com/fighter-details/dc7927cd622676a7,http://ufcstats.com/fighter-details/5cdf5339728f580d,1 of 2,0 of 0,0,1,0,0,1:25,0:51,0,0,18 of 29,17 of 31,4 of 12,13 of 24,12 of 15,3 of 6,2 of 2,1 of 1,15 of 25,15 of 28,3 of 3,2 of 3,0 of 1,0 of 0
2024-02-24,http://ufcstats.com/fight-details/50dae6b76c9c6490,http://ufcstats.com/event-details/902ab9197b83d0db,1,1,Erik Silva,Muhammad Naimov,http://ufcstats.com/fighter-details/21b813b919776d90,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,0 of 0,1 of 1,0,0,0,0,0:13,0:11,0,0,0 of 1,1 of 2,0 of 0,1 of 2,0 of 0,0 of 0,0 of 1,0 of 0,0 of 1,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/bec3154a11df3299,http://ufcstats.com/event-details/dab0e6cb8c932162,12,1,Alexander Volkanovski,Ilia Topuria,http://ufcstats.com/fighter-details/e1248941344b3288,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,26 of 52,15 of 38,8 of 29,4 of 25,7 of 12,7 of 8,11 of 11,4 of 5,24 of 49,13 of 36,2 of 3,2 of 2,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/bec3154a11df3299,http://ufcstats.com/event-details/dab0e6cb8c932162,12,2,Alexander Volkanovski,Ilia Topuria,http://ufcstats.com/fighter-details/e1248941344b3288,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,0 of 0,0 of 0,0,0,0,0,0:00,0:03,0,1,21 of 55,20 of 39,13 of 39,13 of 28,4 of 10,5 of 8,4 of 6,2 of 3,20 of 53,15 of 34,1 of 2,2 of 2,0 of 0,3 of 3
2024-02-17,http://ufcstats.com/fight-details/01432891260084a4,http://ufcstats.com/event-details/dab0e6cb8c932162,11,1,Robert Whittaker,Paulo Costa,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,38 of 62,27 of 49,26 of 50,16 of 38,1 of 1,4 of 4,11 of 11,7 of 7,38 of 61,27 of 49,0 of 1,0 of 0,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/01432891260084a4,http://ufcstats.com/event-details/dab0e6cb8c932162,11,2,Robert Whittaker,Paulo Costa,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,32 of 55,26 of 54,20 of 43,16 of 43,3 of 3,2 of 3,9 of 9,8 of 8,32 of 55,26 of 54,0 of 0,0 of 0,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/01432891260084a4,http://ufcstats.com/event-details/dab0e6cb8c932162,11,3,Robert Whittaker,Paulo Costa,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,0 of 1,0 of 0,0,0,0,0,0:00,0:00,0,0,25 of 58,14 of 48,17 of 50,7 of 36,0 of 0,2 of 5,8 of 8,5 of 7,25 of 56,14 of 48,0 of 2,0 of 0,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/8fb0092430448368,http://ufcstats.com/event-details/dab0e6cb8c932162,10,1,Geoff Neal,Ian Machado Garry,http://ufcstats.com/fighter-details/b997be68943010fc,http://ufcstats.com/fighter-details/442c9011034ae1fd,0 of 0,0 of 0,0,0,0,0,1:10,0:06,0,0,18 of 27,20 of 38,11 of 20,10 of 24,2 of 2,7 of 10,5 of 5,3 of 4,16 of 25,20 of 38,2 of 2,0 of 0,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/8fb0092430448368,http://ufcstats.com/event-details/dab0e6cb8c932162,10,2,Geoff Neal,Ian Machado Garry,http://ufcstats.com/fighter-details/b997be68943010fc,http://ufcstats.com/fighter-details/442c9011034ae1fd,0 of 0,0 of 0,0,0,0,0,1:20,0:06,0,0,17 of 34,23 of 43,10 of 24,16 of 34,4 of 6,5 of 7,3 of 4,2 of 2,11 of 26,22 of 42,6 of 8,1 of 1,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/8fb0092430448368,http://ufcstats.com/event-details/dab0e6cb8c932162,10,3,Geoff Neal,Ian Machado Garry,http://ufcstats.com/fighter-details/b997be68943010fc,http://ufcstats.com/fighter-details/442c9011034ae1fd,0 of 0,0 of 0,0,0,0,0,1:15,0:00,0,0,11 of 28,24 of 54,4 of 20,13 of 38,4 of 5,6 of 10,3 of 3,5 of 6,11 of 28,23 of 53,0 of 0,1 of 1,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/9785420602b452f7,http://ufcstats.com/event-details/dab0e6cb8c932162,9,1,Merab Dvalishvili,Henry Cejudo,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,http://ufcstats.com/fighter-details/056c493bbd76a918,1 of 2,0 of 0,0,0,0,0,0:13,1:53,0,0,16 of 32,11 of 20,9 of 22,4 of 13,4 of 7,3 of 3,3 of 3,4 of 4,9 of 23,9 of 18,6 of 8,2 of 2,1 of 1,0 of 0
2024-02-17,http://ufcstats.com/fight-details/9785420602b452f7,http://ufcstats.com/event-details/dab0e6cb8c932162,9,2,Merab Dvalishvili,Henry Cejudo,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,http://ufcstats.com/fighter-details/056c493bbd76a918,2 of 4,1 of 5,1,0,0,0,1:46,0:12,0,0,34 of 78,9 of 29,22 of 61,6 of 22,9 of 14,2 of 5,3 of 3,1 of 2,27 of 64,6 of 24,1 of 6,3 of 5,6 of 8,0 of 0
2024-02-17,http://ufcstats.com/fight-details/9785420602b452f7,http://ufcstats.com/event-details/dab0e6cb8c932162,9,3,Merab Dvalishvili,Henry Cejudo,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,http://ufcstats.com/fighter-details/056c493bbd76a918,2 of 5,0 of 2,0,0,0,0,2:24,0:00,0,0,24 of 62,9 of 29,13 of 45,3 of 19,7 of 13,0 of 3,4 of 4,6 of 7,15 of 47,9 of 26,6 of 10,0 of 3,3 of 5,0 of 0
2024-02-17,http://ufcstats.com/fight-details/f87a3fa07f0009c9,http://ufcstats.com/event-details/dab0e6cb8c932162,8,1,Anthony Hernandez,Roman Kopylov,http://ufcstats.com/fighter-details/093e1f5bb73850be,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,1 of 11,0 of 0,0,0,0,0,2:05,0:00,0,0,20 of 42,16 of 29,16 of 35,8 of 21,3 of 5,3 of 3,1 of 2,5 of 5,13 of 35,16 of 29,6 of 6,0 of 0,1 of 1,0 of 0
2024-02-17,http://ufcstats.com/fight-details/f87a3fa07f0009c9,http://ufcstats.com/event-details/dab0e6cb8c932162,8,2,Anthony Hernandez,Roman Kopylov,http://ufcstats.com/fighter-details/093e1f5bb73850be,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,2 of 3,0 of 0,2,0,0,0,2:00,0:00,0,0,14 of 35,19 of 28,12 of 33,13 of 22,1 of 1,5 of 5,1 of 1,1 of 1,11 of 30,18 of 27,2 of 4,1 of 1,1 of 1,0 of 0
2024-02-17,http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8,http://ufcstats.com/event-details/dab0e6cb8c932162,7,1,Amanda Lemos,Mackenzie Dern,http://ufcstats.com/fighter-details/3df5493bb279226f,http://ufcstats.com/fighter-details/7447e9f28508106a,0 of 0,1 of 1,0,0,0,0,0:00,2:45,0,0,11 of 23,8 of 22,4 of 15,8 of 20,3 of 4,0 of 2,4 of 4,0 of 0,11 of 23,4 of 18,0 of 0,0 of 0,0 of 0,4 of 4
2024-02-17,http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8,http://ufcstats.com/event-details/dab0e6cb8c932162,7,2,Amanda Lemos,Mackenzie Dern,http://ufcstats.com/fighter-details/3df5493bb279226f,http://ufcstats.com/fighter-details/7447e9f28508106a,1 of 1,0 of 1,0,0,0,1,2:09,0:30,1,0,24 of 51,8 of 24,17 of 42,8 of 23,4 of 5,0 of 0,3 of 4,0 of 1,12 of 32,8 of 22,1 of 2,0 of 1,11 of 17,0 of 1
2024-02-17,http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8,http://ufcstats.com/event-details/dab0e6cb8c932162,7,3,Amanda Lemos,Mackenzie Dern,http://ufcstats.com/fighter-details/3df5493bb279226f,http://ufcstats.com/fighter-details/7447e9f28508106a,1 of 1,0 of 1,0,0,0,1,1:53,2:45,0,0,6 of 6,5 of 8,5 of 5,5 of 8,1 of 1,0 of 0,0 of 0,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0,5 of 5,4 of 6
2024-02-17,http://ufcstats.com/fight-details/1456a3f96ac7e35b,http://ufcstats.com/event-details/dab0e6cb8c932162,6,1,Marcos Rogerio de Lima,Junior Tafa,http://ufcstats.com/fighter-details/ab943cd2c3c17825,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,1 of 3,0 of 0,0,0,0,0,3:08,0:00,0,0,27 of 36,6 of 18,16 of 24,5 of 16,2 of 2,1 of 2,9 of 10,0 of 0,18 of 25,5 of 17,1 of 1,0 of 0,8 of 10,1 of 1
2024-02-17,http://ufcstats.com/fight-details/1456a3f96ac7e35b,http://ufcstats.com/event-details/dab0e6cb8c932162,6,2,Marcos Rogerio de Lima,Junior Tafa,http://ufcstats.com/fighter-details/ab943cd2c3c17825,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,0 of 0,0 of 0,0,0,0,0,0:18,0:00,1,0,6 of 10,5 of 9,3 of 7,4 of 8,0 of 0,0 of 0,3 of 3,1 of 1,4 of 7,5 of 9,0 of 0,0 of 0,2 of 3,0 of 0
2024-02-17,http://ufcstats.com/fight-details/e92fb5c609e20b49,http://ufcstats.com/event-details/dab0e6cb8c932162,5,1,Rinya Nakamura,Carlos Vera,http://ufcstats.com/fighter-details/d8c811df0386d5e8,http://ufcstats.com/fighter-details/07f959e6596307bb,1 of 1,0 of 0,0,0,0,0,4:20,0:00,0,0,16 of 31,6 of 8,11 of 26,4 of 6,4 of 4,0 of 0,1 of 1,2 of 2,3 of 3,3 of 4,0 of 0,0 of 0,13 of 28,3 of 4
2024-02-17,http://ufcstats.com/fight-details/e92fb5c609e20b49,http://ufcstats.com/event-details/dab0e6cb8c932162,5,2,Rinya Nakamura,Carlos Vera,http://ufcstats.com/fighter-details/d8c811df0386d5e8,http://ufcstats.com/fighter-details/07f959e6596307bb,2 of 2,0 of 0,0,0,0,0,4:34,0:00,0,0,12 of 18,2 of 6,9 of 15,1 of 5,2 of 2,1 of 1,1 of 1,0 of 0,2 of 2,1 of 3,0 of 0,0 of 1,10 of 16,1 of 2
2024-02-17,http://ufcstats.com/fight-details/e92fb5c609e20b49,http://ufcstats.com/event-details/dab0e6cb8c932162,5,3,Rinya Nakamura,Carlos Vera,http://ufcstats.com/fighter-details/d8c811df0386d5e8,http://ufcstats.com/fighter-details/07f959e6596307bb,0 of 0,0 of 0,0,0,0,0,4:09,0:00,0,0,10 of 21,4 of 11,10 of 20,2 of 8,0 of 1,0 of 1,0 of 0,2 of 2,2 of 4,2 of 8,1 of 1,1 of 1,7 of 16,1 of 2
2024-02-17,http://ufcstats.com/fight-details/aeb3e4d9710207a4,http://ufcstats.com/event-details/dab0e6cb8c932162,4,1,Zhang Mingyang,Brendson Ribeiro,http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,0 of 0,0 of 0,0,0,0,0,0:02,0:00,1,0,17 of 28,14 of 31,13 of 19,14 of 31,2 of 5,0 of 0,2 of 4,0 of 0,14 of 25,14 of 31,0 of 0,0 of 0,3 of 3,0 of 0
2024-02-17,http://ufcstats.com/fight-details/ef13ed466e0b42d8,http://ufcstats.com/event-details/dab0e6cb8c932162,3,1,Josh Quinlan,Danny Barlow,http://ufcstats.com/fighter-details/876f478f796495f7,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,11 of 37,35 of 69,6 of 28,23 of 55,4 of 7,7 of 9,1 of 2,5 of 5,11 of 37,35 of 69,0 of 0,0 of 0,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/ef13ed466e0b42d8,http://ufcstats.com/event-details/dab0e6cb8c932162,3,2,Josh Quinlan,Danny Barlow,http://ufcstats.com/fighter-details/876f478f796495f7,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,0 of 1,0 of 0,0,0,0,0,0:00,0:00,0,0,21 of 41,36 of 79,12 of 31,32 of 71,8 of 9,4 of 7,1 of 1,0 of 1,21 of 41,36 of 79,0 of 0,0 of 0,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/ef13ed466e0b42d8,http://ufcstats.com/event-details/dab0e6cb8c932162,3,3,Josh Quinlan,Danny Barlow,http://ufcstats.com/fighter-details/876f478f796495f7,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,0 of 0,0 of 0,0,0,0,0,0:00,0:13,0,1,7 of 12,24 of 37,4 of 9,22 of 35,2 of 2,2 of 2,1 of 1,0 of 0,7 of 12,17 of 27,0 of 0,1 of 2,0 of 0,6 of 8
2024-02-17,http://ufcstats.com/fight-details/9ddaa62cc806958d,http://ufcstats.com/event-details/dab0e6cb8c932162,2,1,Oban Elliott,Val Woodburn,http://ufcstats.com/fighter-details/6b56e94a59b7b134,http://ufcstats.com/fighter-details/7a47e068f8017019,1 of 2,0 of 0,0,0,0,0,4:09,0:12,0,1,28 of 40,5 of 17,24 of 36,5 of 17,2 of 2,0 of 0,2 of 2,0 of 0,4 of 9,3 of 9,2 of 2,0 of 4,22 of 29,2 of 4
2024-02-17,http://ufcstats.com/fight-details/9ddaa62cc806958d,http://ufcstats.com/event-details/dab0e6cb8c932162,2,2,Oban Elliott,Val Woodburn,http://ufcstats.com/fighter-details/6b56e94a59b7b134,http://ufcstats.com/fighter-details/7a47e068f8017019,1 of 1,1 of 1,0,0,0,0,2:40,0:19,0,0,23 of 40,6 of 20,19 of 33,5 of 17,4 of 7,1 of 3,0 of 0,0 of 0,19 of 36,5 of 19,1 of 1,1 of 1,3 of 3,0 of 0
2024-02-17,http://ufcstats.com/fight-details/9ddaa62cc806958d,http://ufcstats.com/event-details/dab0e6cb8c932162,2,3,Oban Elliott,Val Woodburn,http://ufcstats.com/fighter-details/6b56e94a59b7b134,http://ufcstats.com/fighter-details/7a47e068f8017019,1 of 2,1 of 1,0,0,0,1,2:09,1:25,0,0,19 of 31,12 of 24,17 of 27,9 of 21,1 of 2,1 of 1,1 of 2,2 of 2,10 of 20,7 of 18,0 of 0,4 of 5,9 of 11,1 of 1
2024-02-17,http://ufcstats.com/fight-details/b7d238437d6644ce,http://ufcstats.com/event-details/dab0e6cb8c932162,1,1,Andrea Lee,Miranda Maverick,http://ufcstats.com/fighter-details/05fa626cb33d15b8,http://ufcstats.com/fighter-details/f29a6350c69f4a33,2 of 2,1 of 2,0,0,0,0,0:40,0:20,0,0,12 of 31,24 of 43,4 of 20,9 of 25,4 of 6,5 of 8,4 of 5,10 of 10,9 of 28,23 of 41,3 of 3,1 of 2,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/b7d238437d6644ce,http://ufcstats.com/event-details/dab0e6cb8c932162,1,2,Andrea Lee,Miranda Maverick,http://ufcstats.com/fighter-details/05fa626cb33d15b8,http://ufcstats.com/fighter-details/f29a6350c69f4a33,0 of 1,1 of 3,0,0,0,0,0:02,1:32,0,0,9 of 34,23 of 48,4 of 26,11 of 34,3 of 5,4 of 6,2 of 3,8 of 8,9 of 34,21 of 46,0 of 0,2 of 2,0 of 0,0 of 0
2024-02-17,http://ufcstats.com/fight-details/b7d238437d6644ce,http://ufcstats.com/event-details/dab0e6cb8c932162,1,3,Andrea Lee,Miranda Maverick,http://ufcstats.com/fighter-details/05fa626cb33d15b8,http://ufcstats.com/fighter-details/f29a6350c69f4a33,0 of 0,1 of 3,1,0,0,0,0:00,1:13,0,0,15 of 37,19 of 45,6 of 26,8 of 30,6 of 8,7 of 11,3 of 3,4 of 4,14 of 34,16 of 41,0 of 0,3 of 4,1 of 3,0 of 0
